Recording,Recording1,Recording1,Recording1
Number_of_whole_fixations.日,1,1,1
Number_of_whole_fixations.射,0,0,0
Number_of_whole_fixations.で,2,2,2
Number_of_whole_fixations.暖,1,1,1
Number_of_whole_fixations.ま,0,0,0
Number_of_whole_fixations.っ,0,0,0
Number_of_whole_fixations.た,1,1,1
Number_of_whole_fixations.地,0,0,0
Number_of_whole_fixations.上,1,1,1
Number_of_whole_fixations.付,0,0,0
Number_of_whole_fixations.近,1,1,1
Number_of_whole_fixations.の,0,0,0
Number_of_whole_fixations.湿,2,2,2
Number_of_whole_fixations.っ,0,0,0
Number_of_whole_fixations.た,1,1,1
Number_of_whole_fixations.空,1,1,1
Number_of_whole_fixations.気,0,0,0
Number_of_whole_fixations.が,2,2,2
Number_of_whole_fixations.強,0,0,0
Number_of_whole_fixations.い,1,1,1
Number_of_whole_fixations.上,0,0,0
Number_of_whole_fixations.昇,0,0,0
Number_of_whole_fixations.気,1,1,1
Number_of_whole_fixations.流,0,0,0
Number_of_whole_fixations.で,0,0,0
Number_of_whole_fixations.上,0,0,0
Number_of_whole_fixations.昇,0,0,0
Number_of_whole_fixations.し,1,1,1
Number_of_whole_fixations.雲,0,0,0
Number_of_whole_fixations.と,1,1,1
Number_of_whole_fixations.な,0,0,0
Number_of_whole_fixations.り,0,0,0
Number_of_whole_fixations.、,0,0,0
Number_of_whole_fixations.上,0,0,0
Number_of_whole_fixations.空,0,0,0
Number_of_whole_fixations.ま,0,0,0
Number_of_whole_fixations.で,1,1,1
Number_of_whole_fixations.達,0,0,0
Number_of_whole_fixations.す,0,0,0
Number_of_whole_fixations.る,1,1,1
Number_of_whole_fixations.積,0,0,0
Number_of_whole_fixations.乱,1,1,1
Number_of_whole_fixations.雲,1,1,1
Number_of_whole_fixations.を,0,0,0
Number_of_whole_fixations.作,0,0,0
Number_of_whole_fixations.る,1,1,1
Number_of_whole_fixations.の,1,1,1
Number_of_whole_fixations.で,0,0,0
Number_of_whole_fixations.あ,1,1,1
Number_of_whole_fixations.る,0,0,0
Number_of_whole_fixations.。,1,1,1
Number_of_whole_fixations.こ,0,0,0
Number_of_whole_fixations.の,0,0,0
Number_of_whole_fixations.よ,0,0,0
Number_of_whole_fixations.う,1,1,1
Number_of_whole_fixations.な,1,1,1
Number_of_whole_fixations.夏,0,0,0
Number_of_whole_fixations.の,2,2,2
Number_of_whole_fixations.典,0,0,0
Number_of_whole_fixations.型,4,4,4
Number_of_whole_fixations.的,1,1,1
Number_of_whole_fixations.な,0,0,0
Number_of_whole_fixations.気,1,1,1
Number_of_whole_fixations.圧,2,2,2
Number_of_whole_fixations.配,0,0,0
Number_of_whole_fixations.置,1,1,1
Number_of_whole_fixations.を,0,0,0
Number_of_whole_fixations.南,0,0,0
Number_of_whole_fixations.高,1,1,1
Number_of_whole_fixations.北,0,0,0
Number_of_whole_fixations.低,1,1,1
Number_of_whole_fixations.型,1,1,1
Number_of_whole_fixations.と,0,0,0
Number_of_whole_fixations.い,0,0,0
Number_of_whole_fixations.う,0,0,0
Number_of_whole_fixations.。,0,0,0
Number_of_whole_fixations.高,0,0,0
Number_of_whole_fixations.気,1,1,1
Number_of_whole_fixations.圧,0,0,0
Number_of_whole_fixations.が,0,0,0
Number_of_whole_fixations.東,0,0,0
Number_of_whole_fixations.シ,2,2,2
Number_of_whole_fixations.ナ,0,0,0
Number_of_whole_fixations.海,0,0,0
Number_of_whole_fixations.や,0,0,0
Number_of_whole_fixations.朝,1,1,1
Number_of_whole_fixations.鮮,1,1,1
Number_of_whole_fixations.半,0,0,0
Number_of_whole_fixations.島,0,0,0
Number_of_whole_fixations.に,0,0,0
Number_of_whole_fixations.ま,0,0,0
Number_of_whole_fixations.で,0,0,0
Number_of_whole_fixations.張,1,1,1
Number_of_whole_fixations.り,0,0,0
Number_of_whole_fixations.出,1,1,1
Number_of_whole_fixations.し,0,0,0
Number_of_whole_fixations.膨,1,1,1
Number_of_whole_fixations.ら,1,1,1
Number_of_whole_fixations.ん,1,1,1
Number_of_whole_fixations.だ,1,1,1
Number_of_whole_fixations.形,0,0,0
Number_of_whole_fixations.に,1,1,1
Number_of_whole_fixations.な,2,2,2
Number_of_whole_fixations.っ,0,0,0
Number_of_whole_fixations.た,0,0,0
Number_of_whole_fixations.り,0,0,0
Number_of_whole_fixations.、,0,0,0
Number_of_whole_fixations.副,0,0,0
Number_of_whole_fixations.次,3,3,3
Number_of_whole_fixations.的,1,1,1
Number_of_whole_fixations.な,0,0,0
Number_of_whole_fixations.高,2,2,2
Number_of_whole_fixations.気,0,0,0
Number_of_whole_fixations.圧,1,1,1
Number_of_whole_fixations.が,0,0,0
Number_of_whole_fixations.で,0,0,0
Number_of_whole_fixations.き,0,0,0
Number_of_whole_fixations.た,1,1,1
Number_of_whole_fixations.り,1,1,1
Number_of_whole_fixations.す,0,0,0
Number_of_whole_fixations.る,0,0,0
Number_of_whole_fixations.と,0,0,0
Number_of_whole_fixations.、,0,0,0
Number_of_whole_fixations.ほ,1,1,1
Number_of_whole_fixations.ぼ,0,0,0
Number_of_whole_fixations.無,1,1,1
Number_of_whole_fixations.風,1,1,1
Number_of_whole_fixations.に,0,0,0
Number_of_whole_fixations.な,0,0,0
Number_of_whole_fixations.り,0,0,0
Number_of_whole_fixations.、,0,0,0
Number_of_whole_fixations.高,0,0,0
Number_of_whole_fixations.気,1,1,1
Number_of_whole_fixations.圧,2,2,2
Number_of_whole_fixations.の,0,0,0
Number_of_whole_fixations.勢,1,1,1
Number_of_whole_fixations.力,1,1,1
Number_of_whole_fixations.が,0,0,0
Number_of_whole_fixations.強,0,0,0
Number_of_whole_fixations.い,1,1,1
Number_of_whole_fixations.の,0,0,0
Number_of_whole_fixations.で,0,0,0
Number_of_whole_fixations.天,1,1,1
Number_of_whole_fixations.気,0,0,0
Number_of_whole_fixations.も,0,0,0
Number_of_whole_fixations.し,0,0,0
Number_of_whole_fixations.ば,0,0,0
Number_of_whole_fixations.ら,1,1,1
Number_of_whole_fixations.く,0,0,0
Number_of_whole_fixations.崩,0,0,0
Number_of_whole_fixations.れ,0,0,0
Number_of_whole_fixations.ず,1,1,1
Number_of_whole_fixations.、,0,0,0
Number_of_whole_fixations.西,0,0,0
Number_of_whole_fixations.日,0,0,0
Number_of_whole_fixations.本,0,0,0
Number_of_whole_fixations.を,0,0,0
Number_of_whole_fixations.中,1,1,1
Number_of_whole_fixations.心,0,0,0
Number_of_whole_fixations.に,0,0,0
Number_of_whole_fixations.猛,0,0,0
Number_of_whole_fixations.暑,0,0,0
Number_of_whole_fixations.が,0,0,0
Number_of_whole_fixations.続,1,1,1
Number_of_whole_fixations.く,0,0,0
Number_of_whole_fixations.が,0,0,0
Number_of_whole_fixations.、,0,0,0
Number_of_whole_fixations.こ,0,0,0
Number_of_whole_fixations.の,0,0,0
Number_of_whole_fixations.よ,0,0,0
Number_of_whole_fixations.う,0,0,0
Number_of_whole_fixations.な,0,0,0
Number_of_whole_fixations.気,0,0,0
Number_of_whole_fixations.圧,0,0,0
Number_of_whole_fixations.配,0,0,0
Number_of_whole_fixations.置,1,1,1
Number_of_whole_fixations.を,1,1,1
Number_of_whole_fixations.等,0,0,0
Number_of_whole_fixations.圧,0,0,0
Number_of_whole_fixations.線,3,3,3
Number_of_whole_fixations.の,0,0,0
Number_of_whole_fixations.形,0,0,0
Number_of_whole_fixations.か,0,0,0
Number_of_whole_fixations.ら,0,0,0
Number_of_whole_fixations.鯨,0,0,0
Number_of_whole_fixations.の,0,0,0
Number_of_whole_fixations.尾,1,1,1
Number_of_whole_fixations.型,0,0,0
Number_of_whole_fixations.と,0,0,0
Number_of_whole_fixations.い,1,1,1
Number_of_whole_fixations.う,1,1,1
Number_of_whole_fixations.。,0,0,0
Number_of_whole_fixations.風,0,0,0
Number_of_whole_fixations.が,2,2,2
Number_of_whole_fixations.弱,0,0,0
Number_of_whole_fixations.く,0,0,0
Number_of_whole_fixations.日,0,0,0
Number_of_whole_fixations.射,2,2,2
Number_of_whole_fixations.が,0,0,0
Number_of_whole_fixations.強,1,1,1
Number_of_whole_fixations.け,1,1,1
Number_of_whole_fixations.れ,0,0,0
Number_of_whole_fixations.ば,0,0,0
Number_of_whole_fixations.、,0,0,0
Number_of_whole_fixations.昼,0,0,0
Number_of_whole_fixations.間,2,2,2
Number_of_whole_fixations.は,0,0,0
Number_of_whole_fixations.海,1,1,1
Number_of_whole_fixations.風,1,1,1
Number_of_whole_fixations.、,1,1,1
Number_of_whole_fixations.夜,1,1,1
Number_of_whole_fixations.間,0,0,0
Number_of_whole_fixations.は,0,0,0
Number_of_whole_fixations.陸,2,2,2
Number_of_whole_fixations.風,0,0,0
Number_of_whole_fixations.と,0,0,0
Number_of_whole_fixations.い,1,1,1
Number_of_whole_fixations.う,0,0,0
Number_of_whole_fixations.海,0,0,0
Number_of_whole_fixations.陸,1,1,1
Number_of_whole_fixations.風,2,2,2
Number_of_whole_fixations.が,1,1,1
Number_of_whole_fixations.は,1,1,1
Number_of_whole_fixations.っ,0,0,0
Number_of_whole_fixations.き,0,0,0
Number_of_whole_fixations.り,1,1,1
Number_of_whole_fixations.と,0,0,0
Number_of_whole_fixations.現,0,0,0
Number_of_whole_fixations.れ,1,1,1
Number_of_whole_fixations.る,0,0,0
Number_of_whole_fixations.地,0,0,0
Number_of_whole_fixations.域,2,2,2
Number_of_whole_fixations.が,0,0,0
Number_of_whole_fixations.多,2,2,2
Number_of_whole_fixations.い,1,1,1
Number_of_whole_fixations.。,1,1,1
Number_of_whole_fixations.8,0,0,0
Number_of_whole_fixations.月,0,0,0
Number_of_whole_fixations.7,0,0,0
Number_of_whole_fixations.日,0,0,0
Number_of_whole_fixations.前,0,0,0
Number_of_whole_fixations.後,0,0,0
Number_of_whole_fixations.の,0,0,0
Number_of_whole_fixations.立,1,1,1
Number_of_whole_fixations.秋,0,0,0
Number_of_whole_fixations.の,1,1,1
Number_of_whole_fixations.頃,2,2,2
Number_of_whole_fixations.が,0,0,0
Number_of_whole_fixations.最,1,1,1
Number_of_whole_fixations.も,0,0,0
Number_of_whole_fixations.暑,1,1,1
Number_of_whole_fixations.く,0,0,0
Number_of_whole_fixations.な,0,0,0
Number_of_whole_fixations.る,1,1,1
Number_of_whole_fixations.。,0,0,0
Number_of_whole_fixations.一,0,0,0
Number_of_whole_fixations.方,1,1,1
Number_of_whole_fixations.、,0,0,0
Number_of_whole_fixations.日,0,0,0
Number_of_whole_fixations.本,2,2,2
Number_of_whole_fixations.に,0,0,0
Number_of_whole_fixations.暑,0,0,0
Number_of_whole_fixations.い,0,0,0
Number_of_whole_fixations.夏,1,1,1
Number_of_whole_fixations.を,0,0,0
Number_of_whole_fixations.も,0,0,0
Number_of_whole_fixations.た,0,0,0
Number_of_whole_fixations.ら,1,1,1
Number_of_whole_fixations.す,0,0,0
Number_of_whole_fixations.気,0,0,0
Number_of_whole_fixations.圧,0,0,0
Number_of_whole_fixations.配,2,2,2
Number_of_whole_fixations.置,0,0,0
Number_of_whole_fixations.は,0,0,0
Number_of_whole_fixations.年,0,0,0
Number_of_whole_fixations.に,3,3,3
Number_of_whole_fixations.よ,0,0,0
Number_of_whole_fixations.っ,1,1,1
Number_of_whole_fixations.て,0,0,0
Number_of_whole_fixations.は,1,1,1
Number_of_whole_fixations.崩,1,1,1
Number_of_whole_fixations.れ,0,0,0
Number_of_whole_fixations.、,0,0,0
Number_of_whole_fixations.太,0,0,0
Number_of_whole_fixations.平,0,0,0
Number_of_whole_fixations.洋,0,0,0
Number_of_whole_fixations.高,0,0,0
Number_of_whole_fixations.気,1,1,1
Number_of_whole_fixations.圧,0,0,0
Number_of_whole_fixations.の,0,0,0
Number_of_whole_fixations.勢,0,0,0
Number_of_whole_fixations.力,0,0,0
Number_of_whole_fixations.が,2,2,2
Number_of_whole_fixations.弱,0,0,0
Number_of_whole_fixations.い,1,1,1
Number_of_whole_fixations.と,0,0,0
Number_of_whole_fixations.、,0,0,0
Number_of_whole_fixations.オ,0,0,0
Number_of_whole_fixations.ホ,0,0,0
Number_of_whole_fixations.ー,0,0,0
Number_of_whole_fixations.ツ,0,0,0
Number_of_whole_fixations.ク,0,0,0
Number_of_whole_fixations.海,2,2,2
Number_of_whole_fixations.高,0,0,0
Number_of_whole_fixations.気,0,0,0
Number_of_whole_fixations.圧,0,0,0
Number_of_whole_fixations.が,0,0,0
Number_of_whole_fixations.北,1,1,1
Number_of_whole_fixations.か,1,1,1
Number_of_whole_fixations.ら,0,0,0
Number_of_whole_fixations.張,1,1,1
Number_of_whole_fixations.り,1,1,1
Number_of_whole_fixations.出,1,1,1
Number_of_whole_fixations.し,0,0,0
Number_of_whole_fixations.て,0,0,0
Number_of_whole_fixations.長,0,0,0
Number_of_whole_fixations.く,1,1,1
Number_of_whole_fixations.と,1,1,1
Number_of_whole_fixations.ど,0,0,0
Number_of_whole_fixations.ま,0,0,0
Number_of_whole_fixations.り,0,0,0
Number_of_whole_fixations.、,0,0,0
Number_of_whole_fixations.北,1,1,1
Number_of_whole_fixations.海,0,0,0
Number_of_whole_fixations.道,0,0,0
Number_of_whole_fixations.や,1,1,1
Number_of_whole_fixations.東,0,0,0
Number_of_whole_fixations.北,0,0,0
Number_of_whole_fixations.地,1,1,1
Number_of_whole_fixations.方,0,0,0
Number_of_whole_fixations.に,0,0,0
Number_of_whole_fixations.や,0,0,0
Number_of_whole_fixations.ま,0,0,0
Number_of_whole_fixations.せ,0,0,0
Number_of_whole_fixations.と,0,0,0
Number_of_whole_fixations.呼,0,0,0
Number_of_whole_fixations.ば,1,1,1
Number_of_whole_fixations.れ,0,0,0
Number_of_whole_fixations.る,1,1,1
Number_of_whole_fixations.冷,0,0,0
Number_of_whole_fixations.た,0,0,0
Number_of_whole_fixations.い,1,1,1
Number_of_whole_fixations.北,0,0,0
Number_of_whole_fixations.東,1,1,1
Number_of_whole_fixations.の,0,0,0
Number_of_whole_fixations.風,1,1,1
Number_of_whole_fixations.が,0,0,0
Number_of_whole_fixations.吹,1,1,1
Number_of_whole_fixations.き,1,1,1
Number_of_whole_fixations.込,0,0,0
Number_of_whole_fixations.む,1,1,1
Number_of_whole_fixations.。,0,0,0
Number_of_whole_fixations.そ,0,0,0
Number_of_whole_fixations.の,0,0,0
Number_of_whole_fixations.よ,0,0,0
Number_of_whole_fixations.う,0,0,0
Number_of_whole_fixations.な,0,0,0
Number_of_whole_fixations.年,0,0,0
Number_of_whole_fixations.に,0,0,0
Number_of_whole_fixations.は,1,1,1
Number_of_whole_fixations.梅,2,2,2
Number_of_whole_fixations.雨,0,0,0
Number_of_whole_fixations.前,0,0,0
Number_of_whole_fixations.線,0,0,0
Number_of_whole_fixations.の,1,1,1
Number_of_whole_fixations.北,1,1,1
Number_of_whole_fixations.上,1,1,1
Number_of_whole_fixations.が,1,1,1
Number_of_whole_fixations.進,1,1,1
Number_of_whole_fixations.ま,0,0,0
Number_of_whole_fixations.ず,0,0,0
Number_of_whole_fixations.、,1,1,1
Number_of_whole_fixations.低,1,1,1
Number_of_whole_fixations.温,1,1,1
Number_of_whole_fixations.や,2,2,2
Number_of_whole_fixations.日,1,1,1
Number_of_whole_fixations.照,1,1,1
Number_of_whole_fixations.不,1,1,1
Number_of_whole_fixations.足,0,0,0
Number_of_whole_fixations.に,1,1,1
Number_of_whole_fixations.よ,0,0,0
Number_of_whole_fixations.り,0,0,0
Number_of_whole_fixations.冷,0,0,0
Number_of_whole_fixations.害,1,1,1
Number_of_whole_fixations.が,0,0,0
Number_of_whole_fixations.発,0,0,0
Number_of_whole_fixations.生,0,0,0
Number_of_whole_fixations.す,1,1,1
Number_of_whole_fixations.る,0,0,0
Number_of_whole_fixations.。,0,0,0
Number_of_whole_fixations.ま,0,0,0
Number_of_whole_fixations.た,0,0,0
Number_of_whole_fixations.、,0,0,0
Number_of_whole_fixations.主,0,0,0
Number_of_whole_fixations.に,0,0,0
Number_of_whole_fixations.7,0,0,0
Number_of_whole_fixations.月,0,0,0
Number_of_whole_fixations.か,0,0,0
Number_of_whole_fixations.ら,0,0,0
Number_of_whole_fixations.9,0,0,0
Number_of_whole_fixations.月,0,0,0
Number_of_whole_fixations.に,0,0,0
Number_of_whole_fixations.は,1,1,1
Number_of_whole_fixations.、,0,0,0
Number_of_whole_fixations.台,0,0,0
Number_of_whole_fixations.風,1,1,1
Number_of_whole_fixations.が,0,0,0
Number_of_whole_fixations.日,0,0,0
Number_of_whole_fixations.本,1,1,1
Number_of_whole_fixations.に,0,0,0
Number_of_whole_fixations.接,0,0,0
Number_of_whole_fixations.近,0,0,0
Number_of_whole_fixations.す,0,0,0
Number_of_whole_fixations.る,0,0,0
Number_of_whole_fixations.こ,0,0,0
Number_of_whole_fixations.と,0,0,0
Number_of_whole_fixations.が,0,0,0
Number_of_whole_fixations.あ,0,0,0
Number_of_whole_fixations.る,0,0,0
Number_of_whole_fixations.。,0,0,0
Number_of_whole_fixations.詳,0,0,0
Number_of_whole_fixations.し,0,0,0
Number_of_whole_fixations.く,0,0,0
Number_of_whole_fixations.は,0,0,0
Number_of_whole_fixations.#,0,0,0
Number_of_whole_fixations.台,0,0,0
Number_of_whole_fixations.風,0,0,0
Number_of_whole_fixations.を,0,0,0
Number_of_whole_fixations.参,0,0,0
Number_of_whole_fixations.照,0,0,0
Number_of_whole_fixations.の,0,0,0
Number_of_whole_fixations.こ,0,0,0
Number_of_whole_fixations.と,0,0,0
Number_of_whole_fixations.。,0,0,0
Time_to_first_whole_fixation.梅雨明けと共に日本の真夏は始まる。,385,385,79025
Time_to_first_whole_fixation.大暑（7月23日頃）の頃には日本の大部分は梅雨明けし、本格的な夏の暑さを迎える。,4535,4535,83175
Time_to_first_whole_fixation.梅雨明けの直後は、梅雨明け十日といい、太平洋高気圧の勢力が強く気圧配置が安定しているので穏やかな晴天が続くことが多く、夕立も発生しにくいので、レジャーには最適だという意見もある。,3268,3268,81908
Time_to_first_whole_fixation.これは、梅雨前線を押し上げた小笠原高気圧の強い状態が、小笠原高気圧の活動の強弱の周期、つまり10日くらい続くためである。,268,268,78908
Time_to_first_whole_fixation.日本列島に張り出してくる小笠原高気圧から暖かく湿った空気が日本列島に入り、気圧の差が小さく、等圧線の間隔が広いために風も弱いので非常に蒸し暑くなる。,35193,35193,113833
Time_to_first_whole_fixation.風が弱い上に湿度が高いため、体感温度は熱帯地方を上回るほどである。,44652,44652,123292
Time_to_first_whole_fixation.さらに、高い湿度が局地的に積乱雲を発生させ、雷を伴い激しく雨が降る夕立が起こりやすい。,59743,59743,138383
Time_to_first_whole_fixation.夏の強い日射で暖まった地上付近の湿った空気が強い上昇気流で上昇し雲となり、上空まで達する積乱雲を作るのである。,63443,63443,142083
Time_to_first_whole_fixation.このような夏の典型的な気圧配置を南高北低型という。,74276,74276,152916
Time_to_first_whole_fixation.高気圧が東シナ海や朝鮮半島にまで張り出し膨らんだ形になったり、副次的な高気圧ができたりすると、ほぼ無風になり、高気圧の勢力が強いので天気もしばらく崩れず、西日本を中心に猛暑が続くが、このような気圧配置を等圧線の形から鯨の尾型という。,89610,89610,168250
Time_to_first_whole_fixation.風が弱く日射が強ければ、昼間は海風、夜間は陸風という海陸風がはっきりと現れる地域が多い。,109501,109501,188141
Time_to_first_whole_fixation.8月7日前後の立秋の頃が最も暑くなる。,120726,120726,199366
Time_to_first_whole_fixation.一方、日本に暑い夏をもたらす気圧配置は年によっては崩れ、太平洋高気圧の勢力が弱いと、オホーツク海高気圧が北から張り出して長くとどまり、北海道や東北地方にやませと呼ばれる冷たい北東の風が吹き込む。,131093,131093,209733
